"Breed","BreedEntity","StrangerDirectedAggression","OwnerDirectedAggression","DogDirectedAggression","StrangerDirectedFear","DogDirectedFear","NonsocialFear","DogRivalry","Trainability","Chasing","AttachmentAttentionSeeking","SeparationRelatedBehavior","TouchSensitivity","Excitability","EnergyLevel"
"Golden Retriever","Entity[""DogBreed"", ""GoldenRetriever""]",0,0,0,0,0,0.1666666667,0.75,3.125,0.25,2.3333333333,0.125,0,0.3333333333,2
"Golden Retriever","Entity[""DogBreed"", ""GoldenRetriever""]",0,0,"Missing[""NotAvailable""]",0,"Missing[""NotAvailable""]",0.5,1.25,2.5,2,2.5,0.25,0,2.5,1.5
"Collie","Entity[""DogBreed"", ""Collie""]",0,0.125,0,0,0,0.1666666667,0,2.875,1,1,0,0.25,0.1666666667,1
"Shetland Sheepdog","Entity[""DogBreed"", ""ShetlandSheepdog""]",0,0,"Missing[""NotAvailable""]",0,"Missing[""NotAvailable""]",0,0,2.625,0.5,2,0,0,0.3333333333,1.5
"Collie","Entity[""DogBreed"", ""Collie""]",0,0.125,0,0,0,0,0,2.125,2.25,1.8333333333,0,1,1.5,2.5
"Mixed Breed/Unknown","Missing[""NotAvailable""]",0,0,0,0,"Missing[""NotAvailable""]",0.8333333333,0,2.625,2,2.5,0.125,0,2.1666666667,4
"Bichon Frise","Entity[""DogBreed"", ""BichonFrise""]",1.8,0,2.25,0.75,2,1,0,2.625,3.25,1.6666666667,1.25,2,3,2.5
"Papillon","Entity[""DogBreed"", ""Papillon""]",0.2,0,0,0.5,0,0,1,3.25,0,1.8333333333,0.125,0.5,1.6666666667,2.5
"Miniature Pinscher","Entity[""DogBreed"", ""MiniaturePinscher""]",0.9,0,0.25,1,0,0,1,2.5,3.25,3.5,0,0.25,1,2
"Labrador Retriever","Entity[""DogBreed"", ""LabradorRetriever""]",0,0,0,0,0,0,0,3.875,0.5,1,0,0.25,0.6666666667,3
"Shiba Inu","Entity[""DogBreed"", ""ShibaInu""]",0.5,0,0.5,0.25,0,1,0,3.375,2.5,1.5,0,0.5,1.1666666667,1
"Shiba Inu","Entity[""DogBreed"", ""ShibaInu""]",0.5,0,0,1,0.5,0.8333333333,0.25,2.125,2.5,1.1666666667,0,1,1.6666666667,1
"Mixed Breed/Unknown","Missing[""NotAvailable""]",0.8,0.875,3,1.75,1.6666666667,0,2.5,1.75,3.25,1.1666666667,0,0,3,2
"Golden Retriever","Entity[""DogBreed"", ""GoldenRetriever""]",0,0,0.25,0.25,1.25,1.3333333333,0,2.625,2,3.1666666667,0,2,2.5,0
"Mixed Breed/Unknown","Missing[""NotAvailable""]",1.2,0,4,3.75,0.5,2.3333333333,1,2.75,4,2.8333333333,1.375,2.75,3,2
"Rottweiler","Entity[""DogBreed"", ""Rottweiler""]",0.1,0.375,0,0.75,0,0.1666666667,0.5,2.25,2,1.8333333333,0.375,0.25,2.5,2.5
"Rottweiler","Entity[""DogBreed"", ""Rottweiler""]",0.6,0.25,1.5,1,0,0.1666666667,1,3.5,3,1.1666666667,0,0.25,2,2
"Rottweiler","Entity[""DogBreed"", ""Rottweiler""]",0.4,0,1,0,0,0,0.25,2,1.75,1.3333333333,0,0.25,1,2
"Shiba Inu","Entity[""DogBreed"", ""ShibaInu""]",0,0,1.5,0,0,1,1,1.375,"Missing[""NotAvailable""]",0.5,0,0,1,0
"German Shepherd","Entity[""DogBreed"", ""GermanShepherdDog""]",1.4,0,1,0,0.5,1.1666666667,1,1.25,2,2.8333333333,2.25,0.25,2.8333333333,1.5
"Collie","Entity[""DogBreed"", ""Collie""]",0.5,0,0,0.5,0.5,0.6666666667,0,3,2,0.8333333333,0,0.25,1.8333333333,2
"German Shepherd","Entity[""DogBreed"", ""GermanShepherdDog""]",0.1,0,0,3,"Missing[""NotAvailable""]","Missing[""NotAvailable""]",0.25,2.625,3,1.6,"Missing[""NotAvailable""]",1.25,1.8333333333,3
"Poodle (Standard)","Entity[""DogBreed"", ""StandardPoodle""]",0.6,0,0,0.25,0.25,0.8333333333,1,1.5,"Missing[""NotAvailable""]",2.3333333333,1.5,0,3.3333333333,3.5
"Mixed Breed/Unknown","Missing[""NotAvailable""]",0.1,0,2,0,2,1,0,2.875,3.5,0.5,0,1.75,1.1666666667,1
"Brittany","Entity[""DogBreed"", ""Brittany""]",0.6666666667,0.875,"Missing[""NotAvailable""]",0.5,"Missing[""NotAvailable""]",1.2,1,2.125,2.6666666667,1.8333333333,0.75,0.75,1.8333333333,2
"Irish Setter","Entity[""DogBreed"", ""IrishSetter""]",0.8888888889,0.125,0.5,0.25,0,1.5,"Missing[""NotAvailable""]",2.625,"Missing[""NotAvailable""]",2.1666666667,1,1.75,1.8333333333,2
"Jack Russell Terrier","Entity[""DogBreed"", ""JackRussellTerrier""]",0.3,0,0.75,2.75,0,1,"Missing[""NotAvailable""]",2.5,2.25,1,0.375,0.25,1.3333333333,2
"Nova Scotia Duck Tolling Retriever","Entity[""DogBreed"", ""NovaScotiaDuckTollingRetriever""]",0.4,0,0.5,0,1,1,0.75,3.25,2.75,3.3333333333,1,0,1.6666666667,1.5
"Mixed Breed/Unknown","Missing[""NotAvailable""]",0.2222222222,0,2,0,1.25,"Missing[""NotAvailable""]",0.5,2.1428571429,"Missing[""NotAvailable""]",2.5,0.375,0.3333333333,2.5,3.5
"Golden Retriever","Entity[""DogBreed"", ""GoldenRetriever""]",1.625,0,0,3,0.5,2,0,3.625,0.5,3,1,0,2,3
"Doberman Pinscher","Entity[""DogBreed"", ""DobermanPinscher""]",0.3,0,1,0,0,0.1666666667,0,3.5,2,1.5,0,0.25,0.8333333333,1.5
"Mixed Breed/Unknown","Missing[""NotAvailable""]",0,0.125,1,0,0,0.1666666667,"Missing[""NotAvailable""]",2.25,2.75,3.5,0.375,0.25,2.1666666667,3
"Mixed Breed/Unknown","Missing[""NotAvailable""]",0.6,0.25,0,1.5,1,1.3333333333,0,3.125,1.6666666667,0.5,0.25,2.75,2.6666666667,2
"Australian Cattle Dog","Entity[""DogBreed"", ""AustralianCattleDog""]",0.9,0,0.75,0.75,1,0,0.75,2.625,3.5,2.1666666667,0,0.75,1.8333333333,2
"Shih Tzu","Entity[""DogBreed"", ""ShihTzu""]",1.7777777778,1.875,3,2,2.5,1.1666666667,"Missing[""NotAvailable""]",2,1.75,3.1666666667,1.75,2.5,3.1666666667,3
"Shiba Inu","Entity[""DogBreed"", ""ShibaInu""]",0.1,0,0.25,0,0.5,0.6666666667,"Missing[""NotAvailable""]",2.375,"Missing[""NotAvailable""]",0.6666666667,0,1,1.6,0
"Beagle","Entity[""DogBreed"", ""Beagle""]",0,0,0,4,2.5,3.6666666667,0.25,0.75,1.5,1,0.625,2.75,2,1
"Shetland Sheepdog","Entity[""DogBreed"", ""ShetlandSheepdog""]",0.6,0,0.75,1,0.25,0.6666666667,0.25,3,2.25,2,0,0.75,1.8333333333,2.5
"Mixed Breed/Unknown","Missing[""NotAvailable""]",1,0.125,1,0.5,0.75,1.6666666667,"Missing[""NotAvailable""]",2.25,2.5,1.3333333333,0,2,2.3333333333,3
"Shih Tzu","Entity[""DogBreed"", ""ShihTzu""]",0.3,1.2857142857,0.5,0,0,0.3333333333,1.5,2.125,0.3333333333,2.3333333333,0.25,0.3333333333,2.5,2.5
"Dalmatian","Entity[""DogBreed"", ""Dalmatian""]",1.6,0.375,1,0.5,0.5,1.1666666667,0.75,1.75,1,2.5,1.875,0,2.8333333333,4
"Beagle","Entity[""DogBreed"", ""Beagle""]",0.8,0.375,0,0,1,0.8333333333,2,1.375,3,2.3333333333,1.25,0.25,3,1.5
"Labrador Retriever","Entity[""DogBreed"", ""LabradorRetriever""]",1,2.5,1,0.3333333333,2.6666666667,1,2.75,1.7142857143,0.3333333333,2.5,1.625,2.75,3.3333333333,1
"Kuvasz","Entity[""DogBreed"", ""Kuvasz""]",1,0,0.25,0,0,0.1666666667,0.5,3.1428571429,2.75,1.6666666667,0,0,0.8333333333,2
"Black Russian Terrier","Entity[""DogBreed"", ""BlackRussianTerrier""]",0.6,0,1.25,0,0,0.1666666667,0.25,3.5714285714,0.3333333333,1.8333333333,0,0,0.8333333333,0.5
"Black Russian Terrier","Entity[""DogBreed"", ""BlackRussianTerrier""]",0.5,0,0.75,0,0,0,"Missing[""NotAvailable""]",3.8571428571,1,1.5,0,0,0.5,0.5
"Bichon Frise","Entity[""DogBreed"", ""BichonFrise""]",0,0,0,2.75,0,2.2,0,2.2857142857,"Missing[""NotAvailable""]",3.1666666667,0.75,1.25,2.1666666667,3
"Pembroke Welsh Corgi","Entity[""DogBreed"", ""PembrokeWelshCorgi""]",0,0,3,0,0,2.1666666667,2.5,2.625,1.25,1.3333333333,0.25,1,2.8333333333,3.5
"Pembroke Welsh Corgi","Entity[""DogBreed"", ""PembrokeWelshCorgi""]",1.1,0,0,4,0.75,2,0,2.375,1.25,2,0,1.75,2.1666666667,2.5
"Pembroke Welsh Corgi","Entity[""DogBreed"", ""PembrokeWelshCorgi""]",0.8,0,1,0.25,0,0,0,3.125,2.75,2.1666666667,0,0,3,3
"German Shorthaired Pointer","Entity[""DogBreed"", ""GermanShorthairedPointer""]",1,0,3.3333333333,0.75,3.6666666667,1,"Missing[""NotAvailable""]",2,1.25,1.3333333333,0.625,0,2.8333333333,3
"Nova Scotia Duck Tolling Retriever","Entity[""DogBreed"", ""NovaScotiaDuckTollingRetriever""]",0.2,0,0.6666666667,0.25,0,0.1666666667,0,2.75,0.5,0.8333333333,0,0.25,0.3333333333,2.5
"Nova Scotia Duck Tolling Retriever","Entity[""DogBreed"", ""NovaScotiaDuckTollingRetriever""]",0.4,0,0,0.75,0,0.3333333333,0.5,1.875,2,1,0.25,0,2.1666666667,2
"Rottweiler","Entity[""DogBreed"", ""Rottweiler""]",0.3,0,0,0,0,0,0,3.25,3.25,1,0,0.25,1,0
"Rottweiler","Entity[""DogBreed"", ""Rottweiler""]",0.1,0,0,0,0,0,0,3.5,2,3,0,0,2,1.5
"Chihuahua","Entity[""DogBreed"", ""Chihuahua""]",0.6,0,0.5,"Missing[""NotAvailable""]",1,1,"Missing[""NotAvailable""]",1.375,3.25,2.3333333333,2.125,1,1.5,1
"Staffordshire Bull Terrier","Entity[""DogBreed"", ""StaffordshireBullTerrier""]",0,0,0,0,1.5,0.6666666667,1,2.5,0.5,1.6666666667,1,0,3,3
"Australian Shepherd","Entity[""DogBreed"", ""AustralianShepherd""]",0.5,0,1,0.25,0,0.2,0,3.875,1.75,2,0,0,2,2
"Golden Retriever","Entity[""DogBreed"", ""GoldenRetriever""]",0.3,0,1,0,0,0.6,0,2.75,0.75,2.8333333333,0.25,0,3,2
"Mixed Breed/Unknown","Missing[""NotAvailable""]",0,0,1,0,0,0.1666666667,0,2.875,1.25,1.5,0,0,1.5,2
"Greyhound","Entity[""DogBreed"", ""Greyhound""]",0,0.375,0.25,0,0.75,0.8333333333,0.25,1.4285714286,3.25,2.3333333333,2.125,1.5,2.3333333333,1.5
"Mixed Breed/Unknown","Missing[""NotAvailable""]",2.6,0.875,3.5,0,0,0.6666666667,3.25,2,2,2.3333333333,0.25,0,2.3333333333,1
"Rottweiler","Entity[""DogBreed"", ""Rottweiler""]",0.3,0,0.75,0,0,0,0,3.75,2.5,2.5,0,0,2,2
"Galgo Espa̱ol","Entity[""DogBreed"", ""SpanishGreyhound""]",0,0,2,0.25,2.75,0.3333333333,"Missing[""NotAvailable""]",2.5,1.75,1.3333333333,0.125,0.25,1.3333333333,2
"Border Collie","Entity[""DogBreed"", ""BorderCollie""]",0.8,0,2.75,3,3,1.3333333333,0.75,3.25,0,1.8333333333,0.375,1,1.8333333333,1
"Border Collie","Entity[""DogBreed"", ""BorderCollie""]",0,0,0.75,0,0.75,0.1666666667,1.25,3.125,1.25,1.3333333333,0,0.25,2,0.5
"Portuguese Water Dog","Entity[""DogBreed"", ""PortugueseWaterDog""]",0.5,0,1,0,0,0.5,1,2.875,1.5,1.8,0.25,0.5,1.8333333333,0
"Samoyed","Entity[""DogBreed"", ""Samoyed""]",0.1,0.125,0.25,0,0.5,0.8333333333,0,3.125,3.25,2,0.375,1.25,2.1666666667,3
"Collie","Entity[""DogBreed"", ""Collie""]",0,0,0,0,0,0,0,3.75,1.75,1,0,0,1.8333333333,3
"Collie","Entity[""DogBreed"", ""Collie""]",0,0,0,0,0,0,0,3.75,1.75,1.3333333333,0,0,1.3333333333,2.5
"Doberman Pinscher","Entity[""DogBreed"", ""DobermanPinscher""]",1.9,1.5,3,1.5,1.5,1,2.5,2.75,2.5,2.6666666667,1,1,2.5,2
"Shiba Inu","Entity[""DogBreed"", ""ShibaInu""]",1.5,0.125,2,1.75,1.25,0.8333333333,0,2.875,3.75,2,1,0.5,2.1666666667,2
"German Shorthaired Pointer","Entity[""DogBreed"", ""GermanShorthairedPointer""]",0,0.125,0,0,0,0.5,0,2.875,0.25,0.4,0.625,0,1.5,2
"Mixed Breed/Unknown","Missing[""NotAvailable""]",0.875,1.7142857143,"Missing[""NotAvailable""]",0,0,0,2,2.625,2.5,2.8333333333,0,0.3333333333,3.6666666667,4
"Poodle (Standard)","Entity[""DogBreed"", ""StandardPoodle""]",0.2,0,0,0,0,0.5,0,2.5,3.25,2.3333333333,0.375,0.25,2.1666666667,3
"Soft Coated Wheaten Terrier","Entity[""DogBreed"", ""SoftCoatedWheatenTerrier""]",0.4,0,2.5,0,0.25,0.3333333333,"Missing[""NotAvailable""]",3,2.75,2.4,0.75,0,2,1.5
"Golden Retriever","Entity[""DogBreed"", ""GoldenRetriever""]",1.1,0,0,1.75,"Missing[""NotAvailable""]","Missing[""NotAvailable""]",0.5,2,4,2.6,0.875,0.5,3.3333333333,2
"Doberman Pinscher","Entity[""DogBreed"", ""DobermanPinscher""]",0.2222222222,0.5,1,1.5,1,1,0.75,3,0.75,1.3333333333,0.25,0,1.5,2.5
"Rottweiler","Entity[""DogBreed"", ""Rottweiler""]",0,0,0,0,0,0.3333333333,0,1.875,"Missing[""NotAvailable""]",1.3333333333,0.125,0.5,0.2,3
"Akita","Entity[""DogBreed"", ""Akita""]",0.4,0.5,2,0,0.25,1.5,0.75,1.7142857143,3.5,2.5,2.5,1.5,2.8333333333,2
"Akita","Entity[""DogBreed"", ""Akita""]",0.6,0,2,0,0,0.8333333333,0.75,2,3,1.6666666667,0.125,0.75,2.3333333333,1
"Mixed Breed/Unknown","Missing[""NotAvailable""]",0.9,0,0.5,0.75,0.5,0.5,0.75,3.125,1.6666666667,1,0.625,0,2.5,2.5
"Belgian Tervuren","Entity[""DogBreed"", ""BelgianTervuren""]",0.9,0,0.25,1.75,0.25,0.8333333333,0.75,3.8571428571,0.25,1.6666666667,0,1.75,1.3333333333,2.5
"Labrador Retriever","Entity[""DogBreed"", ""LabradorRetriever""]",0.2,0.5,0.5,0,1,1.4,"Missing[""NotAvailable""]",2.625,2.5,2.4,0.375,0.5,2.8333333333,3
"Staffordshire Bull Terrier","Entity[""DogBreed"", ""StaffordshireBullTerrier""]",0,0,0.5,0,0.25,0.3333333333,0,2.7142857143,2.25,2.3333333333,"Missing[""NotAvailable""]",0,3,2
"Labrador Retriever","Entity[""DogBreed"", ""LabradorRetriever""]",0.3,0,0.75,0,0.75,0.3333333333,"Missing[""NotAvailable""]",2.6666666667,1,2.6666666667,0.6666666667,0.5,2.5,2
"Border Collie","Entity[""DogBreed"", ""BorderCollie""]",0,0,0.25,1,1,1.3333333333,"Missing[""NotAvailable""]",3.125,2.25,2.1666666667,0.25,1,3,3.5
"Australian Shepherd","Entity[""DogBreed"", ""AustralianShepherd""]",0.2,0,0,0.75,2,1.1666666667,0,3.125,3.25,1.8333333333,0,0,1.8333333333,3.5
"Bichon Frise","Entity[""DogBreed"", ""BichonFrise""]",0.4,0.125,0.75,1.5,2,0.3333333333,0.25,2.625,3.5,1.6666666667,0.25,1.3333333333,2,1
"Rottweiler","Entity[""DogBreed"", ""Rottweiler""]",1.625,1.125,1.25,0,1.6666666667,0.1666666667,0.25,1.875,3,3,0,0,1.8333333333,3
"Mastiff (English)","Entity[""DogBreed"", ""Mastiff""]",1.9,0,1,1.25,0,1,0.25,1.25,1.75,1.6666666667,0,0.5,1.3333333333,0.5
"Mastiff (English)","Entity[""DogBreed"", ""Mastiff""]",0,0,0,0.25,0.5,0.5,0,3.25,0,1.1666666667,0,0,1.5,1.5
"Borzoi","Entity[""DogBreed"", ""Borzoi""]",0.2,0,0.25,3.75,0.25,0.3333333333,0.75,2.5,3.25,1,0,1,1.8333333333,2.5
"Boxer","Entity[""DogBreed"", ""Boxer""]",0.6,0.75,1.25,0.25,0.5,0.3333333333,0.75,1.875,2.75,3,0.5,0.25,2.5,3
"Golden Retriever","Entity[""DogBreed"", ""GoldenRetriever""]",0.4444444444,0,0,0,0.25,0,0,3.875,3,1,0,0,1.8333333333,1.5
"Golden Retriever","Entity[""DogBreed"", ""GoldenRetriever""]",0.5,0,1,0,0.25,0,0.25,3.5,3.75,1.6666666667,0,0,2.1666666667,2.5
"Cane Corso","Entity[""DogBreed"", ""CaneCorso""]",1.2,0,1.75,2.25,0,0,0.75,3.25,0,2.8333333333,0.5,0.25,3,2
"American Pit Bull Terrier","Entity[""DogBreed"", ""AmericanPitBullTerrier""]",0,0,0,0.5,0.5,1,0,2.375,0.5,2.6666666667,0.5,0,2.6,2.5
"Mixed Breed/Unknown","Missing[""NotAvailable""]",1,0,1.5,1.25,1.6666666667,0.6666666667,0,2.375,3.5,2.5,1.125,0.6666666667,2.8333333333,2
"Mixed Breed/Unknown","Missing[""NotAvailable""]",0,0,0.25,0,0.5,0.5,0.25,2.75,1.75,1.5,0,1,2.3333333333,1.5
"Golden Retriever","Entity[""DogBreed"", ""GoldenRetriever""]",0,0,0,0.25,0,0.3333333333,0,2.1428571429,2.5,1.5,0.125,0.25,1.5,2
"Bull Terrier","Entity[""DogBreed"", ""BullTerrier""]",0.625,0.625,1.3333333333,0,0.25,"Missing[""NotAvailable""]","Missing[""NotAvailable""]",2.5,3.3333333333,1.1666666667,0.375,0.5,2,3.5
"Mixed Breed/Unknown","Missing[""NotAvailable""]",1,0.125,1.5,0.75,0.25,1.5,"Missing[""NotAvailable""]",2.625,0.5,2.5,0.75,0.75,2.1666666667,1.5
"Chihuahua","Entity[""DogBreed"", ""Chihuahua""]","Missing[""NotAvailable""]",0,"Missing[""NotAvailable""]",2,"Missing[""NotAvailable""]",0.3333333333,"Missing[""NotAvailable""]","Missing[""NotAvailable""]",2.75,2.8333333333,0.625,1,2.1666666667,2.5
"Bulldog","Entity[""DogBreed"", ""EnglishBulldog""]",0.7,0.8571428571,2,0,2,1,1,2,"Missing[""NotAvailable""]",2,0,0.5,1.6666666667,2
"Mixed Breed/Unknown","Missing[""NotAvailable""]",1.6,0.625,1.75,1,0.75,2.3333333333,3,2.5714285714,2.25,1.1666666667,1,2.25,2.3333333333,2
"Mixed Breed/Unknown","Missing[""NotAvailable""]",2.2222222222,0.875,1.25,1.5,0,0.5,0.5,2,1.5,2.5,0.75,0.5,4,3
"Doberman Pinscher","Entity[""DogBreed"", ""DobermanPinscher""]",0.2222222222,0.5714285714,"Missing[""NotAvailable""]",0,"Missing[""NotAvailable""]",0,"Missing[""NotAvailable""]",1.5714285714,"Missing[""NotAvailable""]",0.8,0.4285714286,0.25,1.4,2.5
"Mastiff (English)","Entity[""DogBreed"", ""Mastiff""]",0.2,0,0.5,1.25,1,0,0,2.8571428571,0,2,0,0.25,1.1666666667,2
"Mastiff (English)","Entity[""DogBreed"", ""Mastiff""]",0.6,0,0.25,0,0,0.1666666667,0,2.8571428571,2.25,2,0,0.75,1.5,2
"Golden Retriever","Entity[""DogBreed"", ""GoldenRetriever""]",0,0.125,0,0,0.5,1,0,2.25,0,2.1666666667,0,1,1.3333333333,2.5
"English Springer Spaniel","Entity[""DogBreed"", ""EnglishSpringerSpaniel""]",0.1,0,2.25,0.75,1.5,0,0.25,3.5,1.5,2.5,0.25,1.25,1.5,2
"Rottweiler","Entity[""DogBreed"", ""Rottweiler""]",1.3,0.375,1.5,1.25,0.75,1,"Missing[""NotAvailable""]",2.25,1,"Missing[""NotAvailable""]",0.5,1,3,2.5
"Mixed Breed/Unknown","Missing[""NotAvailable""]",0.6,0.125,1,3.5,4,"Missing[""NotAvailable""]",0,1.75,"Missing[""NotAvailable""]",3.1666666667,1.125,1.3333333333,2.4,4
"German Shepherd","Entity[""DogBreed"", ""GermanShepherdDog""]",0.3333333333,0,0,"Missing[""NotAvailable""]",0.25,0.1666666667,0.5,4,1.25,4,1.5,0.25,1.6666666667,0
"Staffordshire Bull Terrier","Entity[""DogBreed"", ""StaffordshireBullTerrier""]",0,0,"Missing[""NotAvailable""]",1,"Missing[""NotAvailable""]","Missing[""NotAvailable""]",0,2.625,0.75,3.1666666667,0.25,"Missing[""NotAvailable""]",2.2,2
"Staffordshire Bull Terrier","Entity[""DogBreed"", ""StaffordshireBullTerrier""]",0.5,0.5,4,0,1.6666666667,2.1666666667,"Missing[""NotAvailable""]",2,4,2.8333333333,0.25,1,2.8333333333,4
"Golden Retriever","Entity[""DogBreed"", ""GoldenRetriever""]",0.3,0.25,0.5,0,0.5,0.5,0.25,3,2.25,2.6666666667,0.625,0,1.5,1.5
"Mixed Breed/Unknown","Missing[""NotAvailable""]",0.4,0,0.25,0,0.75,0.8333333333,0,2.5,2.75,1.8333333333,1.875,0.5,2.3333333333,3.5
"Border Collie","Entity[""DogBreed"", ""BorderCollie""]",0.4,0,0.5,0,0,0.6666666667,0.75,3.5,0.25,3,0.125,0.5,2,1
"Rottweiler","Entity[""DogBreed"", ""Rottweiler""]",0.4,0,0.75,0,0.75,0.1666666667,0,3.25,0.25,2.3333333333,0,0,1.5,1
"Cocker Spaniel (English)","Entity[""DogBreed"", ""EnglishCockerSpaniel""]",0.8,0,2.5,1,0,0,1.3333333333,2.875,3.5,1,0.375,0,2.8333333333,3
"Bouvier des Flandres","Entity[""DogBreed"", ""BouvierdesFlandres""]",1.5,0,0.75,0.25,0.25,0.5,0.25,3.375,3.75,3,0.25,0.5,2,2.5
"Bouvier des Flandres","Entity[""DogBreed"", ""BouvierdesFlandres""]",0,0,0,0.3333333333,0,0,0,3.25,1.5,1.8333333333,0.125,0,1.6666666667,4
"Mixed Breed/Unknown","Missing[""NotAvailable""]",1.2,0.125,2,1.25,0,1.3333333333,1.25,3.875,1.75,3,0,0,1.3333333333,2.5
"Mixed Breed/Unknown","Missing[""NotAvailable""]",0.5,0,1,0.25,0.25,0.1666666667,1.5,3,3.5,2.6666666667,0.625,0,2,2
"Labrador Retriever","Entity[""DogBreed"", ""LabradorRetriever""]",0.5555555556,0,0.25,0.25,1.25,0.6666666667,0.5,2.25,2.75,1.3333333333,1.125,0.25,2.1666666667,0
"Golden Retriever","Entity[""DogBreed"", ""GoldenRetriever""]",0.8,0,0.75,0.25,0.5,0.1666666667,0,3.125,3,1.8333333333,0.25,0,1.8333333333,1.5
"Mixed Breed/Unknown","Missing[""NotAvailable""]",0.8,0,0.75,1.5,0.75,1.6666666667,0.75,2.5714285714,4,1.5,0,0,2.3333333333,2
"Mixed Breed/Unknown","Missing[""NotAvailable""]",1.6,0.375,1.75,0,0,0,0.75,2.75,3.25,0.8333333333,0,0,2.3333333333,2
"Australian Cattle Dog","Entity[""DogBreed"", ""AustralianCattleDog""]",0.8,0.375,2,1.25,1.5,1.3333333333,2,2.875,1,1.8333333333,0,1,2,1
"Akita","Entity[""DogBreed"", ""Akita""]",0.2,0,0.75,0,1.75,0,0,2.125,3.5,0.8333333333,0,0,0.5,1
"Akita","Entity[""DogBreed"", ""Akita""]",0.1,0,1,0,1.75,0,0,2.375,3.25,1,0,0,0.1666666667,1.5
"Bull Terrier","Entity[""DogBreed"", ""BullTerrier""]",0.3,0.5,2.5,0,1.5,0.5,0,2.5,4,2.3333333333,0.75,0,4,3
"Tibetan Terrier","Entity[""DogBreed"", ""TibetanTerrier""]",0.5,0,0.25,3.5,1.25,0.6666666667,2,2.75,2,1.6666666667,0.125,0.25,3,1
"Mixed Breed/Unknown","Missing[""NotAvailable""]",0.5,1.625,0,0.5,1.25,2.1666666667,0.5,2.625,3.5,1.4,1.625,2.25,2.8333333333,3
"Labrador Retriever","Entity[""DogBreed"", ""LabradorRetriever""]",0.6,0,0,0,1,1.1666666667,"Missing[""NotAvailable""]",2.125,3.3333333333,3.5,0.75,0.3333333333,3.5,3.5
"German Wirehaired Pointer","Entity[""DogBreed"", ""GermanWirehairedPointer""]",0.4,0,"Missing[""NotAvailable""]",1.3333333333,"Missing[""NotAvailable""]",0.4,0,2.8571428571,2,2.6,1.125,"Missing[""NotAvailable""]",1.3333333333,0.5
"Mixed Breed/Unknown","Missing[""NotAvailable""]","Missing[""NotAvailable""]",0.125,1,0,0,0.8333333333,0,2.5,2.25,2.8333333333,1.625,0.25,2.1666666667,2.5
"German Shepherd","Entity[""DogBreed"", ""GermanShepherdDog""]",1,0,1.5,0,0.75,0.1666666667,1.25,3.75,2,2.3333333333,0.375,0.25,1.5,2
"Pit Bull mix","Missing[""NotAvailable""]",0.4,0,0.25,0.5,1,1.8333333333,0,2.875,3.5,2.5,0,0.5,2,1.5
"Labrador Retriever","Entity[""DogBreed"", ""LabradorRetriever""]",0,0,2,0,3,1.1666666667,1.25,2.625,3,1.8333333333,1.75,0,1.5,2
"Neapolitan Mastiff","Entity[""DogBreed"", ""NeapolitanMastiff""]",1.1111111111,0,1.5,0.25,2.5,0.5,0.25,2.625,3.5,4,2.4285714286,0,3.4,3
"Labrador Retriever","Entity[""DogBreed"", ""LabradorRetriever""]",0.3,0,0.75,0,0.5,0.5,0.25,3.5,0.25,2,0.625,0,1.3333333333,2.5
"Labrador Retriever","Entity[""DogBreed"", ""LabradorRetriever""]",0.25,0,"Missing[""NotAvailable""]","Missing[""NotAvailable""]","Missing[""NotAvailable""]","Missing[""NotAvailable""]","Missing[""NotAvailable""]",2.75,3,1.8333333333,0.75,0,2,4
"Mixed Breed/Unknown","Missing[""NotAvailable""]",1.3,0,1.25,1.5,0.25,0.8333333333,0.5,3,3,2.3333333333,0,0.5,2.8333333333,4
"Border Collie","Entity[""DogBreed"", ""BorderCollie""]",0,0.8571428571,0.5,1.5,3.75,2.6,2,2.75,2.25,1.1666666667,0.5,3,1.5,1.5
"Mixed Breed/Unknown","Missing[""NotAvailable""]",0.8,0,1,0,0.6666666667,0.4,"Missing[""NotAvailable""]","Missing[""NotAvailable""]",1.75,2.6,"Missing[""NotAvailable""]",0,2,1
"Border Terrier","Entity[""DogBreed"", ""BorderTerrier""]",0,0,0.25,0,0,0,0,3,2.5,0.8333333333,0,0,1.8333333333,3
"American Boxer","Missing[""NotAvailable""]",2.7,2.5,2.75,2.75,2,2.1666666667,2.3333333333,2.25,2.75,2.6666666667,3,2,2,4
"Poodle (Standard)","Entity[""DogBreed"", ""StandardPoodle""]",0.2,0.25,0.5,0,0.5,0.6666666667,"Missing[""NotAvailable""]",2.5,2.5,2,0,0,1.6666666667,3
"Australian Kelpie","Entity[""DogBreed"", ""AustralianKelpie""]",0,0,0,1,0.6666666667,"Missing[""NotAvailable""]",0,2.375,1.6666666667,1.6666666667,0.8571428571,"Missing[""NotAvailable""]",2.8,3
"Australian Kelpie","Entity[""DogBreed"", ""AustralianKelpie""]",0.4,0,0.5,1,0.5,1.8,0,2.5,2.5,2.3333333333,1.25,"Missing[""NotAvailable""]",3.4,2.5
"German Shepherd","Entity[""DogBreed"", ""GermanShepherdDog""]",0,0,0,0,0,0,1.5,1.875,"Missing[""NotAvailable""]",1.1666666667,1,0,1.1666666667,1.5
"Mixed Breed/Unknown","Missing[""NotAvailable""]",1.75,0,1.75,2.25,1.25,1,0.5,2.625,3,1.6,1.25,1.25,3,2
